"Country","Year","Month","Variable","Value"
"Kyrgyzstan",2009,5,"Money supply billion currency units",34.3
"Kyrgyzstan",2009,5,"Bank deposit interest rate percent",12.12
"Kyrgyzstan",2009,5,"Foreign exchange reserves billion currency units",1.54
"Kyrgyzstan",2009,5,"Inflation monthly percent change in the CPI",0.26
"Kyrgyzstan",2009,5,"Inflation annual percent change in the CPI",9.8
"Kyrgyzstan",2009,5,"USD Exchange rate",43.0248
"Kyrgyzstan",2009,6,"Private sector credit billion currency units",25.45
"Kyrgyzstan",2009,6,"Consumer Price Index (CPI)",156
"Kyrgyzstan",2009,6,"Money supply billion currency units",36.33
"Kyrgyzstan",2009,6,"Bank deposit interest rate percent",12.18
"Kyrgyzstan",2009,6,"Foreign exchange reserves billion currency units",1.59
"Kyrgyzstan",2009,6,"Inflation monthly percent change in the CPI",-0.51
"Kyrgyzstan",2009,6,"Inflation annual percent change in the CPI",4.77
"Kyrgyzstan",2009,6,"USD Exchange rate",43.0997
"Kyrgyzstan",2009,7,"Private sector credit billion currency units",25.25
"Kyrgyzstan",2009,7,"Consumer Price Index (CPI)",153.9
"Kyrgyzstan",2009,7,"Money supply billion currency units",37.8
"Kyrgyzstan",2009,7,"Bank deposit interest rate percent",11.87
"Kyrgyzstan",2009,7,"Foreign exchange reserves billion currency units",1.6
"Kyrgyzstan",2009,7,"Inflation monthly percent change in the CPI",-1.35
"Kyrgyzstan",2009,7,"Inflation annual percent change in the CPI",3.43
"Kyrgyzstan",2009,7,"USD Exchange rate",43.4184
"Kyrgyzstan",2009,8,"Private sector credit billion currency units",25.44
"Kyrgyzstan",2009,8,"Consumer Price Index (CPI)",152.3
"Kyrgyzstan",2009,8,"Money supply billion currency units",37.58
"Kyrgyzstan",2009,8,"Bank deposit interest rate percent",12.76
"Kyrgyzstan",2009,8,"Foreign exchange reserves billion currency units",1.7
"Kyrgyzstan",2009,8,"Inflation monthly percent change in the CPI",-1.04
"Kyrgyzstan",2009,8,"Inflation annual percent change in the CPI",2.7
"Kyrgyzstan",2009,8,"USD Exchange rate",43.7124
"Kyrgyzstan",2009,9,"Private sector credit billion currency units",25.2
"Kyrgyzstan",2009,9,"Consumer Price Index (CPI)",152.5
"Kyrgyzstan",2009,9,"Money supply billion currency units",38
"Kyrgyzstan",2009,9,"Bank deposit interest rate percent",12.89
"Kyrgyzstan",2009,9,"Foreign exchange reserves billion currency units",1.5
"Kyrgyzstan",2009,9,"Inflation monthly percent change in the CPI",0.13
"Kyrgyzstan",2009,9,"Inflation annual percent change in the CPI",2.07
"Kyrgyzstan",2009,9,"USD Exchange rate",43.9435
"Kyrgyzstan",2009,10,"Private sector credit billion currency units",25.56
"Kyrgyzstan",2009,10,"Consumer Price Index (CPI)",152.7
"Kyrgyzstan",2009,10,"Money supply billion currency units",39.5
"Kyrgyzstan",2009,10,"Bank deposit interest rate percent",12.68
"Kyrgyzstan",2009,10,"Foreign exchange reserves billion currency units",1.55
"Kyrgyzstan",2009,10,"Inflation monthly percent change in the CPI",0.13
"Kyrgyzstan",2009,10,"Inflation annual percent change in the CPI",1.26
"Kyrgyzstan",2009,10,"USD Exchange rate",43.667
"Kyrgyzstan",2009,11,"Private sector credit billion currency units",25.45
"Kyrgyzstan",2009,11,"Consumer Price Index (CPI)",153.6
"Kyrgyzstan",2009,11,"Money supply billion currency units",39.78
"Kyrgyzstan",2009,11,"Bank deposit interest rate percent",12.59
"Kyrgyzstan",2009,11,"Foreign exchange reserves billion currency units",1.58
"Kyrgyzstan",2009,11,"Inflation monthly percent change in the CPI",0.59
"Kyrgyzstan",2009,11,"Inflation annual percent change in the CPI",0.39
"Kyrgyzstan",2009,11,"USD Exchange rate",43.8405
"Kyrgyzstan",2009,12,"Private sector credit billion currency units",25.21
"Kyrgyzstan",2009,12,"Consumer Price Index (CPI)",155.1
"Kyrgyzstan",2009,12,"Money supply billion currency units",43.49
"Kyrgyzstan",2009,12,"Bank deposit interest rate percent",12.79
"Kyrgyzstan",2009,12,"Foreign exchange reserves billion currency units",1.59
"Kyrgyzstan",2009,12,"Inflation monthly percent change in the CPI",0.98
"Kyrgyzstan",2009,12,"Inflation annual percent change in the CPI",0
"Kyrgyzstan",2009,12,"USD Exchange rate",44.0472
"Kyrgyzstan",2010,1,"Private sector credit billion currency units",24.91
"Kyrgyzstan",2010,1,"Consumer Price Index (CPI)",157
"Kyrgyzstan",2010,1,"Money supply billion currency units",40.95
"Kyrgyzstan",2010,1,"Bank deposit interest rate percent",11.89
"Kyrgyzstan",2010,1,"Foreign exchange reserves billion currency units",1.57
"Kyrgyzstan",2010,1,"Inflation monthly percent change in the CPI",1.23
"Kyrgyzstan",2010,1,"Inflation annual percent change in the CPI",0.71
"Kyrgyzstan",2010,1,"USD Exchange rate",44.2046
"Kyrgyzstan",2010,2,"Private sector credit billion currency units",25.26
"Kyrgyzstan",2010,2,"Consumer Price Index (CPI)",160.9
"Kyrgyzstan",2010,2,"Money supply billion currency units",41.24
"Kyrgyzstan",2010,2,"Bank deposit interest rate percent",12.2
"Kyrgyzstan",2010,2,"Foreign exchange reserves billion currency units",1.56
"Kyrgyzstan",2010,2,"Inflation monthly percent change in the CPI",2.48
"Kyrgyzstan",2010,2,"Inflation annual percent change in the CPI",2.88
"Kyrgyzstan",2010,2,"USD Exchange rate",44.6196
"Kyrgyzstan",2010,3,"Private sector credit billion currency units",26.02
"Kyrgyzstan",2010,3,"Consumer Price Index (CPI)",162.5
"Kyrgyzstan",2010,3,"Money supply billion currency units",42.77
"Kyrgyzstan",2010,3,"Bank deposit interest rate percent",12.51
"Kyrgyzstan",2010,3,"Foreign exchange reserves billion currency units",1.62
"Kyrgyzstan",2010,3,"Inflation monthly percent change in the CPI",0.99
"Kyrgyzstan",2010,3,"Inflation annual percent change in the CPI",4.3
"Kyrgyzstan",2010,3,"USD Exchange rate",44.8463
"Kyrgyzstan",2010,4,"Private sector credit billion currency units",25.6
"Kyrgyzstan",2010,4,"Consumer Price Index (CPI)",160.9
"Kyrgyzstan",2010,4,"Money supply billion currency units",43.99
"Kyrgyzstan",2010,4,"Bank deposit interest rate percent",12.68
"Kyrgyzstan",2010,4,"Foreign exchange reserves billion currency units",1.65
"Kyrgyzstan",2010,4,"Inflation monthly percent change in the CPI",-0.98
"Kyrgyzstan",2010,4,"Inflation annual percent change in the CPI",2.88
"Kyrgyzstan",2010,4,"USD Exchange rate",45.2448
"Kyrgyzstan",2010,5,"Private sector credit billion currency units",25.47
"Kyrgyzstan",2010,5,"Consumer Price Index (CPI)",161.3
"Kyrgyzstan",2010,5,"Money supply billion currency units",42.89
"Kyrgyzstan",2010,5,"Bank deposit interest rate percent",12.1
"Kyrgyzstan",2010,5,"Foreign exchange reserves billion currency units",1.57
"Kyrgyzstan",2010,5,"Inflation monthly percent change in the CPI",0.25
"Kyrgyzstan",2010,5,"Inflation annual percent change in the CPI",2.87
"Kyrgyzstan",2010,5,"USD Exchange rate",45.46
"Kyrgyzstan",2010,6,"Private sector credit billion currency units",25.76
"Kyrgyzstan",2010,6,"Consumer Price Index (CPI)",161.5
"Kyrgyzstan",2010,6,"Money supply billion currency units",45.92
"Kyrgyzstan",2010,6,"Bank deposit interest rate percent",12.35
"Kyrgyzstan",2010,6,"Foreign exchange reserves billion currency units",1.57
"Kyrgyzstan",2010,6,"Inflation monthly percent change in the CPI",0.12
"Kyrgyzstan",2010,6,"Inflation annual percent change in the CPI",3.53
"Kyrgyzstan",2010,6,"USD Exchange rate",45.9982
"Kyrgyzstan",2010,7,"Private sector credit billion currency units",25.91
"Kyrgyzstan",2010,7,"Consumer Price Index (CPI)",163.1
"Kyrgyzstan",2010,7,"Money supply billion currency units",46.09
"Kyrgyzstan",2010,7,"Bank deposit interest rate percent",12.11
"Kyrgyzstan",2010,7,"Foreign exchange reserves billion currency units",1.57
"Kyrgyzstan",2010,7,"Inflation monthly percent change in the CPI",0.99
"Kyrgyzstan",2010,7,"Inflation annual percent change in the CPI",5.98
"Kyrgyzstan",2010,7,"USD Exchange rate",46.0868
"Kyrgyzstan",2010,8,"Private sector credit billion currency units",26.25
"Kyrgyzstan",2010,8,"Consumer Price Index (CPI)",166.2
"Kyrgyzstan",2010,8,"Money supply billion currency units",48.6
"Kyrgyzstan",2010,8,"Bank deposit interest rate percent",12.47
"Kyrgyzstan",2010,8,"Foreign exchange reserves billion currency units",1.6
"Kyrgyzstan",2010,8,"Inflation monthly percent change in the CPI",1.9
"Kyrgyzstan",2010,8,"Inflation annual percent change in the CPI",9.13
"Kyrgyzstan",2010,8,"USD Exchange rate",46.6483
"Kyrgyzstan",2010,9,"Private sector credit billion currency units",26.47
"Kyrgyzstan",2010,9,"Consumer Price Index (CPI)",171
"Kyrgyzstan",2010,9,"Money supply billion currency units",49.39
"Kyrgyzstan",2010,9,"Bank deposit interest rate percent",12.3
"Kyrgyzstan",2010,9,"Foreign exchange reserves billion currency units",1.68
"Kyrgyzstan",2010,9,"Inflation monthly percent change in the CPI",2.89
"Kyrgyzstan",2010,9,"Inflation annual percent change in the CPI",12.13
"Kyrgyzstan",2010,9,"USD Exchange rate",46.7397
"Kyrgyzstan",2010,10,"Private sector credit billion currency units",26.74
"Kyrgyzstan",2010,10,"Consumer Price Index (CPI)",175.4
"Kyrgyzstan",2010,10,"Money supply billion currency units",50.78
"Kyrgyzstan",2010,10,"Bank deposit interest rate percent",11.94
"Kyrgyzstan",2010,10,"Foreign exchange reserves billion currency units",1.73
"Kyrgyzstan",2010,10,"Inflation monthly percent change in the CPI",2.57
"Kyrgyzstan",2010,10,"Inflation annual percent change in the CPI",14.87
"Kyrgyzstan",2010,10,"USD Exchange rate",46.7644
"Kyrgyzstan",2010,11,"Private sector credit billion currency units",23.85
"Kyrgyzstan",2010,11,"Consumer Price Index (CPI)",180.5
"Kyrgyzstan",2010,11,"Money supply billion currency units",50.18
"Kyrgyzstan",2010,11,"Bank deposit interest rate percent",12.33
"Kyrgyzstan",2010,11,"Foreign exchange reserves billion currency units",1.72
"Kyrgyzstan",2010,11,"Inflation monthly percent change in the CPI",2.91
"Kyrgyzstan",2010,11,"Inflation annual percent change in the CPI",17.51
"Kyrgyzstan",2010,11,"USD Exchange rate",46.7725
"Kyrgyzstan",2010,12,"Private sector credit billion currency units",26.38
"Kyrgyzstan",2010,12,"Consumer Price Index (CPI)",184.9
"Kyrgyzstan",2010,12,"Money supply billion currency units",53.75
"Kyrgyzstan",2010,12,"Bank deposit interest rate percent",12.5
"Kyrgyzstan",2010,12,"Foreign exchange reserves billion currency units",1.72
"Kyrgyzstan",2010,12,"Inflation monthly percent change in the CPI",2.44
"Kyrgyzstan",2010,12,"Inflation annual percent change in the CPI",19.21
"Kyrgyzstan",2010,12,"USD Exchange rate",46.9761
"Kyrgyzstan",2011,1,"Private sector credit billion currency units",26.27
"Kyrgyzstan",2011,1,"Consumer Price Index (CPI)",189.8
"Kyrgyzstan",2011,1,"Money supply billion currency units",50.3
"Kyrgyzstan",2011,1,"Bank deposit interest rate percent",12.32
"Kyrgyzstan",2011,1,"Foreign exchange reserves billion currency units",1.7
"Kyrgyzstan",2011,1,"Inflation monthly percent change in the CPI",2.65
"Kyrgyzstan",2011,1,"Inflation annual percent change in the CPI",20.89
"Kyrgyzstan",2011,1,"USD Exchange rate",47.2772
"Kyrgyzstan",2011,2,"Private sector credit billion currency units",26.85
"Kyrgyzstan",2011,2,"Consumer Price Index (CPI)",192.5
"Kyrgyzstan",2011,2,"Money supply billion currency units",49.91
"Kyrgyzstan",2011,2,"Bank deposit interest rate percent",12.15
"Kyrgyzstan",2011,2,"Foreign exchange reserves billion currency units",1.73
"Kyrgyzstan",2011,2,"Inflation monthly percent change in the CPI",1.42
"Kyrgyzstan",2011,2,"Inflation annual percent change in the CPI",19.64
"Kyrgyzstan",2011,2,"USD Exchange rate",47.433
"Kyrgyzstan",2011,3,"Private sector credit billion currency units",26.75
"Kyrgyzstan",2011,3,"Consumer Price Index (CPI)",196.8
"Kyrgyzstan",2011,3,"Money supply billion currency units",51.16
"Kyrgyzstan",2011,3,"Bank deposit interest rate percent",12.49
"Kyrgyzstan",2011,3,"Foreign exchange reserves billion currency units",1.8
"Kyrgyzstan",2011,3,"Inflation monthly percent change in the CPI",2.23
"Kyrgyzstan",2011,3,"Inflation annual percent change in the CPI",21.11
"Kyrgyzstan",2011,3,"USD Exchange rate",47.4148
"Kyrgyzstan",2011,4,"Private sector credit billion currency units",27.68
"Kyrgyzstan",2011,4,"Consumer Price Index (CPI)",197.6
"Kyrgyzstan",2011,4,"Money supply billion currency units",52.33
"Kyrgyzstan",2011,4,"Bank deposit interest rate percent",11.93
"Kyrgyzstan",2011,4,"Foreign exchange reserves billion currency units",1.86
"Kyrgyzstan",2011,4,"Inflation monthly percent change in the CPI",0.41
"Kyrgyzstan",2011,4,"Inflation annual percent change in the CPI",22.81
"Kyrgyzstan",2011,4,"USD Exchange rate",47.0648
"Kyrgyzstan",2011,5,"Private sector credit billion currency units",27.83
"Kyrgyzstan",2011,5,"Consumer Price Index (CPI)",197
"Kyrgyzstan",2011,5,"Money supply billion currency units",54.01
"Kyrgyzstan",2011,5,"Bank deposit interest rate percent",12.22
"Kyrgyzstan",2011,5,"Foreign exchange reserves billion currency units",1.9
"Kyrgyzstan",2011,5,"Inflation monthly percent change in the CPI",-0.3
"Kyrgyzstan",2011,5,"Inflation annual percent change in the CPI",22.13
"Kyrgyzstan",2011,5,"USD Exchange rate",46.3059
"Kyrgyzstan",2011,6,"Private sector credit billion currency units",28.6
"Kyrgyzstan",2011,6,"Consumer Price Index (CPI)",198.3
"Kyrgyzstan",2011,6,"Money supply billion currency units",56.32
"Kyrgyzstan",2011,6,"Bank deposit interest rate percent",12.04
"Kyrgyzstan",2011,6,"Foreign exchange reserves billion currency units",1.91
"Kyrgyzstan",2011,6,"Inflation monthly percent change in the CPI",0.66
"Kyrgyzstan",2011,6,"Inflation annual percent change in the CPI",22.79
"Kyrgyzstan",2011,6,"USD Exchange rate",45.24
"Kyrgyzstan",2011,7,"Private sector credit billion currency units",28.89
"Kyrgyzstan",2011,7,"Consumer Price Index (CPI)",197.6
"Kyrgyzstan",2011,7,"Money supply billion currency units",59.58
"Kyrgyzstan",2011,7,"Bank deposit interest rate percent",12.04
"Kyrgyzstan",2011,7,"Foreign exchange reserves billion currency units",1.96
"Kyrgyzstan",2011,7,"Inflation monthly percent change in the CPI",-0.35
"Kyrgyzstan",2011,7,"Inflation annual percent change in the CPI",21.15
"Kyrgyzstan",2011,7,"USD Exchange rate",45.0737
"Kyrgyzstan",2011,8,"Private sector credit billion currency units",29.47
"Kyrgyzstan",2011,8,"Consumer Price Index (CPI)",195.3
"Kyrgyzstan",2011,8,"Money supply billion currency units",59.48
"Kyrgyzstan",2011,8,"Bank deposit interest rate percent",12.46
"Kyrgyzstan",2011,8,"Foreign exchange reserves billion currency units",1.96
"Kyrgyzstan",2011,8,"Inflation monthly percent change in the CPI",-1.16
"Kyrgyzstan",2011,8,"Inflation annual percent change in the CPI",17.51
"Kyrgyzstan",2011,8,"USD Exchange rate",44.6827
"Kyrgyzstan",2011,9,"Private sector credit billion currency units",30.05
"Kyrgyzstan",2011,9,"Consumer Price Index (CPI)",193.1
"Kyrgyzstan",2011,9,"Money supply billion currency units",58.72
"Kyrgyzstan",2011,9,"Bank deposit interest rate percent",12.61
"Kyrgyzstan",2011,9,"Foreign exchange reserves billion currency units",1.85
"Kyrgyzstan",2011,9,"Inflation monthly percent change in the CPI",-1.13
"Kyrgyzstan",2011,9,"Inflation annual percent change in the CPI",12.92
"Kyrgyzstan",2011,9,"USD Exchange rate",45.0039
"Kyrgyzstan",2011,10,"Private sector credit billion currency units",30.54
"Kyrgyzstan",2011,10,"Consumer Price Index (CPI)",192.1
"Kyrgyzstan",2011,10,"Money supply billion currency units",59.45
"Kyrgyzstan",2011,10,"Bank deposit interest rate percent",13.15
"Kyrgyzstan",2011,10,"Foreign exchange reserves billion currency units",1.9
"Kyrgyzstan",2011,10,"Inflation monthly percent change in the CPI",-0.52
"Kyrgyzstan",2011,10,"Inflation annual percent change in the CPI",9.52
"Kyrgyzstan",2011,10,"USD Exchange rate",45.2543
"Kyrgyzstan",2011,11,"Private sector credit billion currency units",31.17
"Kyrgyzstan",2011,11,"Consumer Price Index (CPI)",193.5
"Kyrgyzstan",2011,11,"Money supply billion currency units",57.78
"Kyrgyzstan",2011,11,"Bank deposit interest rate percent",13.13
"Kyrgyzstan",2011,11,"Foreign exchange reserves billion currency units",1.79
"Kyrgyzstan",2011,11,"Inflation monthly percent change in the CPI",0.73
"Kyrgyzstan",2011,11,"Inflation annual percent change in the CPI",7.2
"Kyrgyzstan",2011,11,"USD Exchange rate",46.2146
"Kyrgyzstan",2011,12,"Private sector credit billion currency units",31.22
"Kyrgyzstan",2011,12,"Consumer Price Index (CPI)",195.4
"Kyrgyzstan",2011,12,"Money supply billion currency units",62.13
"Kyrgyzstan",2011,12,"Bank deposit interest rate percent",13.48
"Kyrgyzstan",2011,12,"Foreign exchange reserves billion currency units",1.83
"Kyrgyzstan",2011,12,"Inflation monthly percent change in the CPI",0.98
"Kyrgyzstan",2011,12,"Inflation annual percent change in the CPI",5.68
"Kyrgyzstan",2011,12,"USD Exchange rate",46.6145
"Kyrgyzstan",2012,1,"Private sector credit billion currency units",30.94
"Kyrgyzstan",2012,1,"Consumer Price Index (CPI)",197
"Kyrgyzstan",2012,1,"Money supply billion currency units",58.66
"Kyrgyzstan",2012,1,"Bank deposit interest rate percent",12.8
"Kyrgyzstan",2012,1,"Foreign exchange reserves billion currency units",1.85
"Kyrgyzstan",2012,1,"Inflation monthly percent change in the CPI",0.82
"Kyrgyzstan",2012,1,"Inflation annual percent change in the CPI",3.79
"Kyrgyzstan",2012,1,"USD Exchange rate",46.6759
"Kyrgyzstan",2012,2,"Private sector credit billion currency units",31.5
"Kyrgyzstan",2012,2,"Consumer Price Index (CPI)",197.1
"Kyrgyzstan",2012,2,"Money supply billion currency units",60.05
"Kyrgyzstan",2012,2,"Bank deposit interest rate percent",12.6
"Kyrgyzstan",2012,2,"Foreign exchange reserves billion currency units",1.9
"Kyrgyzstan",2012,2,"Inflation monthly percent change in the CPI",0.05
"Kyrgyzstan",2012,2,"Inflation annual percent change in the CPI",2.39
"Kyrgyzstan",2012,2,"USD Exchange rate",46.7771
"Kyrgyzstan",2012,3,"Private sector credit billion currency units",32.69
"Kyrgyzstan",2012,3,"Consumer Price Index (CPI)",197.1
"Kyrgyzstan",2012,3,"Money supply billion currency units",62.56
"Kyrgyzstan",2012,3,"Bank deposit interest rate percent",12.51
"Kyrgyzstan",2012,3,"Foreign exchange reserves billion currency units",1.86
"Kyrgyzstan",2012,3,"Inflation monthly percent change in the CPI",0
"Kyrgyzstan",2012,3,"Inflation annual percent change in the CPI",0.15
"Kyrgyzstan",2012,3,"USD Exchange rate",46.6793
"Kyrgyzstan",2012,4,"Private sector credit billion currency units",33.82
"Kyrgyzstan",2012,4,"Consumer Price Index (CPI)",196.6
"Kyrgyzstan",2012,4,"Money supply billion currency units",63.5
"Kyrgyzstan",2012,4,"Bank deposit interest rate percent",12.55
"Kyrgyzstan",2012,4,"Foreign exchange reserves billion currency units",1.88
"Kyrgyzstan",2012,4,"Inflation monthly percent change in the CPI",-0.25
"Kyrgyzstan",2012,4,"Inflation annual percent change in the CPI",-0.51
"Kyrgyzstan",2012,4,"USD Exchange rate",46.7944
"Kyrgyzstan",2012,5,"Private sector credit billion currency units",34.28
"Kyrgyzstan",2012,5,"Consumer Price Index (CPI)",198
"Kyrgyzstan",2012,5,"Money supply billion currency units",65.1
"Kyrgyzstan",2012,5,"Bank deposit interest rate percent",12.23
"Kyrgyzstan",2012,5,"Foreign exchange reserves billion currency units",1.88
"Kyrgyzstan",2012,5,"Inflation monthly percent change in the CPI",0.71
"Kyrgyzstan",2012,5,"Inflation annual percent change in the CPI",0.51
"Kyrgyzstan",2012,5,"USD Exchange rate",47.0571
"Kyrgyzstan",2012,6,"Private sector credit billion currency units",34.9
"Kyrgyzstan",2012,6,"Consumer Price Index (CPI)",197.2
"Kyrgyzstan",2012,6,"Money supply billion currency units",67.25
"Kyrgyzstan",2012,6,"Bank deposit interest rate percent",12.38
"Kyrgyzstan",2012,6,"Foreign exchange reserves billion currency units",1.9
"Kyrgyzstan",2012,6,"Inflation monthly percent change in the CPI",-0.4
"Kyrgyzstan",2012,6,"Inflation annual percent change in the CPI",-0.55
"Kyrgyzstan",2012,6,"USD Exchange rate",47.2017
"Kyrgyzstan",2012,7,"Private sector credit billion currency units",35.04
"Kyrgyzstan",2012,7,"Consumer Price Index (CPI)",197.5
"Kyrgyzstan",2012,7,"Money supply billion currency units",69.5
"Kyrgyzstan",2012,7,"Bank deposit interest rate percent",12.35
"Kyrgyzstan",2012,7,"Foreign exchange reserves billion currency units",1.92
"Kyrgyzstan",2012,7,"Inflation monthly percent change in the CPI",0.15
"Kyrgyzstan",2012,7,"Inflation annual percent change in the CPI",-0.05
"Kyrgyzstan",2012,7,"USD Exchange rate",47.1989
"Kyrgyzstan",2012,8,"Private sector credit billion currency units",35.66
"Kyrgyzstan",2012,8,"Consumer Price Index (CPI)",199.4
"Kyrgyzstan",2012,8,"Money supply billion currency units",70.24
"Kyrgyzstan",2012,8,"Bank deposit interest rate percent",12.69
"Kyrgyzstan",2012,8,"Foreign exchange reserves billion currency units",1.95
"Kyrgyzstan",2012,8,"Inflation monthly percent change in the CPI",0.96
"Kyrgyzstan",2012,8,"Inflation annual percent change in the CPI",2.1
"Kyrgyzstan",2012,8,"USD Exchange rate",46.8734
"Kyrgyzstan",2012,9,"Private sector credit billion currency units",36.14
"Kyrgyzstan",2012,9,"Consumer Price Index (CPI)",201.5
"Kyrgyzstan",2012,9,"Money supply billion currency units",71.1
"Kyrgyzstan",2012,9,"Bank deposit interest rate percent",12.7
"Kyrgyzstan",2012,9,"Foreign exchange reserves billion currency units",1.97
"Kyrgyzstan",2012,9,"Inflation monthly percent change in the CPI",1.05
"Kyrgyzstan",2012,9,"Inflation annual percent change in the CPI",4.35
"Kyrgyzstan",2012,9,"USD Exchange rate",47.0309
"Kyrgyzstan",2012,10,"Private sector credit billion currency units",36.22
"Kyrgyzstan",2012,10,"Consumer Price Index (CPI)",205.3
"Kyrgyzstan",2012,10,"Money supply billion currency units",71.35
"Kyrgyzstan",2012,10,"Bank deposit interest rate percent",12.61
"Kyrgyzstan",2012,10,"Foreign exchange reserves billion currency units",1.95
"Kyrgyzstan",2012,10,"Inflation monthly percent change in the CPI",1.89
"Kyrgyzstan",2012,10,"Inflation annual percent change in the CPI",6.87
"Kyrgyzstan",2012,10,"USD Exchange rate",47.087
"Kyrgyzstan",2012,11,"Private sector credit billion currency units",39.56
"Kyrgyzstan",2012,11,"Consumer Price Index (CPI)",207
"Kyrgyzstan",2012,11,"Money supply billion currency units",71.78
"Kyrgyzstan",2012,11,"Bank deposit interest rate percent",12.37
"Kyrgyzstan",2012,11,"Foreign exchange reserves billion currency units",1.97
"Kyrgyzstan",2012,11,"Inflation monthly percent change in the CPI",0.83
"Kyrgyzstan",2012,11,"Inflation annual percent change in the CPI",6.98
"Kyrgyzstan",2012,11,"USD Exchange rate",47.2659
"Kyrgyzstan",2012,12,"Private sector credit billion currency units",40.11
"Kyrgyzstan",2012,12,"Consumer Price Index (CPI)",210.1
"Kyrgyzstan",2012,12,"Money supply billion currency units",77.46
"Kyrgyzstan",2012,12,"Bank deposit interest rate percent",12.46
"Kyrgyzstan",2012,12,"Foreign exchange reserves billion currency units",2.07
"Kyrgyzstan",2012,12,"Inflation monthly percent change in the CPI",1.5
"Kyrgyzstan",2012,12,"Inflation annual percent change in the CPI",7.52
"Kyrgyzstan",2012,12,"USD Exchange rate",47.4034
"Kyrgyzstan",2013,1,"Private sector credit billion currency units",40.14
"Kyrgyzstan",2013,1,"Consumer Price Index (CPI)",211.8
"Kyrgyzstan",2013,1,"Money supply billion currency units",75.37
"Kyrgyzstan",2013,1,"Bank deposit interest rate percent",12.01
"Kyrgyzstan",2013,1,"Foreign exchange reserves billion currency units",2.07
"Kyrgyzstan",2013,1,"Inflation monthly percent change in the CPI",0.81
"Kyrgyzstan",2013,1,"Inflation annual percent change in the CPI",7.51
"Kyrgyzstan",2013,1,"USD Exchange rate",47.5157
"Kyrgyzstan",2013,2,"Private sector credit billion currency units",41.02
"Kyrgyzstan",2013,2,"Consumer Price Index (CPI)",212.6
"Kyrgyzstan",2013,2,"Money supply billion currency units",74.66
"Kyrgyzstan",2013,2,"Bank deposit interest rate percent",12.16
"Kyrgyzstan",2013,2,"Foreign exchange reserves billion currency units",2.06
"Kyrgyzstan",2013,2,"Inflation monthly percent change in the CPI",0.38
"Kyrgyzstan",2013,2,"Inflation annual percent change in the CPI",7.86
"Kyrgyzstan",2013,2,"USD Exchange rate",47.7991
"Kyrgyzstan",2013,3,"Private sector credit billion currency units",42.54
"Kyrgyzstan",2013,3,"Consumer Price Index (CPI)",212.5
"Kyrgyzstan",2013,3,"Money supply billion currency units",76.37
"Kyrgyzstan",2013,3,"Bank deposit interest rate percent",11.83
"Kyrgyzstan",2013,3,"Foreign exchange reserves billion currency units",2.04
"Kyrgyzstan",2013,3,"Inflation monthly percent change in the CPI",-0.05
"Kyrgyzstan",2013,3,"Inflation annual percent change in the CPI",7.81
"Kyrgyzstan",2013,3,"USD Exchange rate",47.8222
"Kyrgyzstan",2013,4,"Private sector credit billion currency units",44.49
"Kyrgyzstan",2013,4,"Consumer Price Index (CPI)",212.3
"Kyrgyzstan",2013,4,"Money supply billion currency units",78.83
"Kyrgyzstan",2013,4,"Bank deposit interest rate percent",11.95
"Kyrgyzstan",2013,4,"Foreign exchange reserves billion currency units",2.02
"Kyrgyzstan",2013,4,"Inflation monthly percent change in the CPI",-0.09
"Kyrgyzstan",2013,4,"Inflation annual percent change in the CPI",7.99
"Kyrgyzstan",2013,4,"USD Exchange rate",48.1934
"Kyrgyzstan",2013,5,"Private sector credit billion currency units",45.73
"Kyrgyzstan",2013,5,"Consumer Price Index (CPI)",213
"Kyrgyzstan",2013,5,"Money supply billion currency units",79.83
"Kyrgyzstan",2013,5,"Bank deposit interest rate percent",11.93
"Kyrgyzstan",2013,5,"Foreign exchange reserves billion currency units",2.05
"Kyrgyzstan",2013,5,"Inflation monthly percent change in the CPI",0.33
"Kyrgyzstan",2013,5,"Inflation annual percent change in the CPI",7.58
"Kyrgyzstan",2013,5,"USD Exchange rate",48.1881
"Kyrgyzstan",2013,6,"Private sector credit billion currency units",46.96
"Kyrgyzstan",2013,6,"Consumer Price Index (CPI)",213.3
"Kyrgyzstan",2013,6,"Money supply billion currency units",82.21
"Kyrgyzstan",2013,6,"Bank deposit interest rate percent",12.07
"Kyrgyzstan",2013,6,"Foreign exchange reserves billion currency units",2.03
"Kyrgyzstan",2013,6,"Inflation monthly percent change in the CPI",0.14
"Kyrgyzstan",2013,6,"Inflation annual percent change in the CPI",8.16
"Kyrgyzstan",2013,6,"USD Exchange rate",48.5
"Kyrgyzstan",2013,7,"Private sector credit billion currency units",48.22
"Kyrgyzstan",2013,7,"Consumer Price Index (CPI)",212.7
"Kyrgyzstan",2013,7,"Money supply billion currency units",83.92
"Kyrgyzstan",2013,7,"Bank deposit interest rate percent",11.78
"Kyrgyzstan",2013,7,"Foreign exchange reserves billion currency units",2.07
"Kyrgyzstan",2013,7,"Inflation monthly percent change in the CPI",-0.28
"Kyrgyzstan",2013,7,"Inflation annual percent change in the CPI",7.7
"Kyrgyzstan",2013,7,"USD Exchange rate",48.8544
"Kyrgyzstan",2013,8,"Private sector credit billion currency units",49.26
"Kyrgyzstan",2013,8,"Consumer Price Index (CPI)",212.5
