"Country","Year","Month","Variable","Value"
"Kyrgyzstan",2021,9,"GDP billion currency units",214.36
"Kyrgyzstan",2021,9,"Retail sales Y-on-Y",11.8
"Kyrgyzstan",2021,9,"Household consumption billion currency units",191.91
"Kyrgyzstan",2021,9,"Consumption as percent of GDP",89.53
"Kyrgyzstan",2021,9,"Consumption growth",34.13
"Kyrgyzstan",2021,9,"Investment billion currency units",53.05
"Kyrgyzstan",2021,9,"Investment as percent of GDP",24.75
"Kyrgyzstan",2021,9,"Investment growth",15.01
"Kyrgyzstan",2021,9,"Government expenditure billion currency units",34.07
"Kyrgyzstan",2021,12,"GDP billion currency units",238.57
"Kyrgyzstan",2021,12,"Retail sales Y-on-Y",17.5
"Kyrgyzstan",2021,12,"Household consumption billion currency units",224.96
"Kyrgyzstan",2021,12,"Consumption as percent of GDP",94.29
"Kyrgyzstan",2021,12,"Consumption growth",78.4
"Kyrgyzstan",2021,12,"Investment billion currency units",75.36
"Kyrgyzstan",2021,12,"Investment as percent of GDP",31.59
"Kyrgyzstan",2021,12,"Investment growth",16.61
"Kyrgyzstan",2021,12,"Government expenditure billion currency units",38.69
"Kyrgyzstan",2022,3,"GDP billion currency units",168.14
"Kyrgyzstan",2022,3,"Retail sales Y-on-Y",NA
"Kyrgyzstan",2022,3,"Household consumption billion currency units",169.53
"Kyrgyzstan",2022,3,"Consumption as percent of GDP",100.83
"Kyrgyzstan",2022,3,"Consumption growth",37.71
"Kyrgyzstan",2022,3,"Investment billion currency units",30.96
"Kyrgyzstan",2022,3,"Investment as percent of GDP",18.41
"Kyrgyzstan",2022,3,"Investment growth",45.09
"Kyrgyzstan",2022,3,"Government expenditure billion currency units",27.64
"Kyrgyzstan",2022,6,"GDP billion currency units",227.48
"Kyrgyzstan",2022,6,"Retail sales Y-on-Y",NA
"Kyrgyzstan",2022,6,"Household consumption billion currency units",176.78
"Kyrgyzstan",2022,6,"Consumption as percent of GDP",77.71
"Kyrgyzstan",2022,6,"Consumption growth",36.46
"Kyrgyzstan",2022,6,"Investment billion currency units",47.85
"Kyrgyzstan",2022,6,"Investment as percent of GDP",21.03
"Kyrgyzstan",2022,6,"Investment growth",21.96
"Kyrgyzstan",2022,6,"Government expenditure billion currency units",43.76
"Kyrgyzstan",2022,9,"GDP billion currency units",292.25
"Kyrgyzstan",2022,9,"Retail sales Y-on-Y",6.1
"Kyrgyzstan",2022,9,"Household consumption billion currency units",252.18
"Kyrgyzstan",2022,9,"Consumption as percent of GDP",86.29
"Kyrgyzstan",2022,9,"Consumption growth",31.4
"Kyrgyzstan",2022,9,"Investment billion currency units",62.58
"Kyrgyzstan",2022,9,"Investment as percent of GDP",21.42
"Kyrgyzstan",2022,9,"Investment growth",17.97
"Kyrgyzstan",2022,9,"Government expenditure billion currency units",39.06
"Kyrgyzstan",2022,12,"GDP billion currency units",332.88
"Kyrgyzstan",2022,12,"Retail sales Y-on-Y",11.1
"Kyrgyzstan",2022,12,"Household consumption billion currency units",306.76
"Kyrgyzstan",2022,12,"Consumption as percent of GDP",92.15
"Kyrgyzstan",2022,12,"Consumption growth",36.36
"Kyrgyzstan",2022,12,"Investment billion currency units",77.83
"Kyrgyzstan",2022,12,"Investment as percent of GDP",23.38
"Kyrgyzstan",2022,12,"Investment growth",3.28
"Kyrgyzstan",2022,12,"Government expenditure billion currency units",60.87
"Kyrgyzstan",2023,3,"GDP billion currency units",210.82
"Kyrgyzstan",2023,3,"Retail sales Y-on-Y",4.8
"Kyrgyzstan",2023,3,"Household consumption billion currency units",197.14
"Kyrgyzstan",2023,3,"Consumption as percent of GDP",93.51
"Kyrgyzstan",2023,3,"Consumption growth",16.29
"Kyrgyzstan",2023,3,"Investment billion currency units",32.54
"Kyrgyzstan",2023,3,"Investment as percent of GDP",15.43
"Kyrgyzstan",2023,3,"Investment growth",5.11
"Kyrgyzstan",2023,3,"Government expenditure billion currency units",40.56
"Kyrgyzstan",2023,6,"GDP billion currency units",273.98
"Kyrgyzstan",2023,6,"Retail sales Y-on-Y",8.6
"Kyrgyzstan",2023,6,"Household consumption billion currency units",222.58
"Kyrgyzstan",2023,6,"Consumption as percent of GDP",81.24
"Kyrgyzstan",2023,6,"Consumption growth",25.91
"Kyrgyzstan",2023,6,"Investment billion currency units",55.41
"Kyrgyzstan",2023,6,"Investment as percent of GDP",20.22
"Kyrgyzstan",2023,6,"Investment growth",15.81
"Kyrgyzstan",2023,6,"Government expenditure billion currency units",53.73
"Kyrgyzstan",2023,9,"GDP billion currency units",350.61
"Kyrgyzstan",2023,9,"Retail sales Y-on-Y",6
"Kyrgyzstan",2023,9,"Household consumption billion currency units",297.44
"Kyrgyzstan",2023,9,"Consumption as percent of GDP",84.84
"Kyrgyzstan",2023,9,"Consumption growth",17.95
"Kyrgyzstan",2023,9,"Investment billion currency units",74.19
"Kyrgyzstan",2023,9,"Investment as percent of GDP",21.16
"Kyrgyzstan",2023,9,"Investment growth",18.54
"Kyrgyzstan",2023,9,"Government expenditure billion currency units",45.73
"Kyrgyzstan",2023,12,"GDP billion currency units",393.49
"Kyrgyzstan",2023,12,"Retail sales Y-on-Y",22
"Kyrgyzstan",2023,12,"Household consumption billion currency units",NA
"Kyrgyzstan",2023,12,"Consumption as percent of GDP",NA
"Kyrgyzstan",2023,12,"Consumption growth",NA
"Kyrgyzstan",2023,12,"Investment billion currency units",NA
"Kyrgyzstan",2023,12,"Investment as percent of GDP",NA
"Kyrgyzstan",2023,12,"Investment growth",NA
"Kyrgyzstan",2023,12,"Government expenditure billion currency units",NA
"Kyrgyzstan",2024,3,"GDP billion currency units",248.82
"Kyrgyzstan",2024,3,"Retail sales Y-on-Y",NA
"Kyrgyzstan",2024,3,"Household consumption billion currency units",NA
"Kyrgyzstan",2024,3,"Consumption as percent of GDP",NA
"Kyrgyzstan",2024,3,"Consumption growth",NA
"Kyrgyzstan",2024,3,"Investment billion currency units",NA
"Kyrgyzstan",2024,3,"Investment as percent of GDP",NA
"Kyrgyzstan",2024,3,"Investment growth",NA
"Kyrgyzstan",2024,3,"Government expenditure billion currency units",NA
"Kyrgyzstan",2024,6,"GDP billion currency units",310.9
"Kyrgyzstan",2024,6,"Retail sales Y-on-Y",NA
"Kyrgyzstan",2024,6,"Household consumption billion currency units",NA
"Kyrgyzstan",2024,6,"Consumption as percent of GDP",NA
"Kyrgyzstan",2024,6,"Consumption growth",NA
"Kyrgyzstan",2024,6,"Investment billion currency units",NA
"Kyrgyzstan",2024,6,"Investment as percent of GDP",NA
"Kyrgyzstan",2024,6,"Investment growth",NA
"Kyrgyzstan",2024,6,"Government expenditure billion currency units",NA
"Kyrgyzstan",2024,9,"GDP billion currency units",392.05
"Kyrgyzstan",2024,9,"Retail sales Y-on-Y",NA
"Kyrgyzstan",2024,9,"Household consumption billion currency units",NA
"Kyrgyzstan",2024,9,"Consumption as percent of GDP",NA
"Kyrgyzstan",2024,9,"Consumption growth",NA
"Kyrgyzstan",2024,9,"Investment billion currency units",NA
"Kyrgyzstan",2024,9,"Investment as percent of GDP",NA
"Kyrgyzstan",2024,9,"Investment growth",NA
"Kyrgyzstan",2024,9,"Government expenditure billion currency units",NA
"Kyrgyzstan",2024,12,"GDP billion currency units",NA
"Kyrgyzstan",2024,12,"Retail sales Y-on-Y",NA
"Kyrgyzstan",2024,12,"Household consumption billion currency units",NA
"Kyrgyzstan",2024,12,"Consumption as percent of GDP",NA
"Kyrgyzstan",2024,12,"Consumption growth",NA
"Kyrgyzstan",2024,12,"Investment billion currency units",NA
"Kyrgyzstan",2024,12,"Investment as percent of GDP",NA
"Kyrgyzstan",2024,12,"Investment growth",NA
"Kyrgyzstan",2024,12,"Government expenditure billion currency units",NA
"Russia",2009,3,"Economic growth percent change in quarterly real GDP",-9.2
"Russia",2009,3,"Economic growth quarterly",-3.53
"Russia",2009,3,"GDP billion currency units",8334.63
"Russia",2009,3,"House price index",97.29
"Russia",2009,3,"Real residential property prices Y-on-Y percent change",-2.76
"Russia",2009,3,"Consumer confidence survey",-35
"Russia",2009,3,"Household consumption billion currency units",4905
"Russia",2009,3,"Consumption as percent of GDP",58.85
"Russia",2009,3,"Consumption growth",12.54
"Russia",2009,3,"Investment billion currency units",1345
"Russia",2009,3,"Investment as percent of GDP",16.14
"Russia",2009,3,"Investment growth",-4.22
"Russia",2009,3,"Government expenditure billion currency units",1937.2
"Russia",2009,6,"Economic growth percent change in quarterly real GDP",-11.15
"Russia",2009,6,"Economic growth quarterly",-1.46
"Russia",2009,6,"GDP billion currency units",9244.83
"Russia",2009,6,"House price index",92.67
"Russia",2009,6,"Real residential property prices Y-on-Y percent change",-10.66
"Russia",2009,6,"Consumer confidence survey",-32
"Russia",2009,6,"Household consumption billion currency units",5129.2
"Russia",2009,6,"Consumption as percent of GDP",55.48
"Russia",2009,6,"Consumption growth",6.01
"Russia",2009,6,"Investment billion currency units",1856.7
"Russia",2009,6,"Investment as percent of GDP",20.08
"Russia",2009,6,"Investment growth",-11.32
"Russia",2009,6,"Government expenditure billion currency units",2010.9
"Russia",2009,9,"Economic growth percent change in quarterly real GDP",-8.62
"Russia",2009,9,"Economic growth quarterly",0.41
"Russia",2009,9,"GDP billion currency units",10411.33
"Russia",2009,9,"House price index",90.27
"Russia",2009,9,"Real residential property prices Y-on-Y percent change",-15.74
"Russia",2009,9,"Consumer confidence survey",-25
"Russia",2009,9,"Household consumption billion currency units",5385.3
"Russia",2009,9,"Consumption as percent of GDP",51.73
"Russia",2009,9,"Consumption growth",1.42
"Russia",2009,9,"Investment billion currency units",2201.6
"Russia",2009,9,"Investment as percent of GDP",21.15
"Russia",2009,9,"Investment growth",-10.92
"Russia",2009,9,"Government expenditure billion currency units",2025.3
"Russia",2009,12,"Economic growth percent change in quarterly real GDP",-2.59
"Russia",2009,12,"Economic growth quarterly",1.08
"Russia",2009,12,"GDP billion currency units",10816.42
"Russia",2009,12,"House price index",89.03
"Russia",2009,12,"Real residential property prices Y-on-Y percent change",-14.26
"Russia",2009,12,"Consumer confidence survey",-20
"Russia",2009,12,"Household consumption billion currency units",5783.4
"Russia",2009,12,"Consumption as percent of GDP",53.47
"Russia",2009,12,"Consumption growth",1.88
"Russia",2009,12,"Investment billion currency units",3132.4
"Russia",2009,12,"Investment as percent of GDP",28.96
"Russia",2009,12,"Investment growth",-3.05
"Russia",2009,12,"Government expenditure billion currency units",2093.3
"Russia",2010,3,"Economic growth percent change in quarterly real GDP",4.07
"Russia",2010,3,"Economic growth quarterly",2.14
"Russia",2010,3,"GDP billion currency units",9995.76
"Russia",2010,3,"House price index",99.31
"Russia",2010,3,"Real residential property prices Y-on-Y percent change",-4.79
"Russia",2010,3,"Consumer confidence survey",-10
"Russia",2010,3,"Household consumption billion currency units",5340.6
"Russia",2010,3,"Consumption as percent of GDP",53.43
"Russia",2010,3,"Consumption growth",8.88
"Russia",2010,3,"Investment billion currency units",1403.9
"Russia",2010,3,"Investment as percent of GDP",14.04
"Russia",2010,3,"Investment growth",4.38
"Russia",2010,3,"Government expenditure billion currency units",2096.2
"Russia",2010,6,"Economic growth percent change in quarterly real GDP",5
"Russia",2010,6,"Economic growth quarterly",0.95
"Russia",2010,6,"GDP billion currency units",10977.04
"Russia",2010,6,"House price index",99.65
"Russia",2010,6,"Real residential property prices Y-on-Y percent change",1.52
"Russia",2010,6,"Consumer confidence survey",-7
"Russia",2010,6,"Household consumption billion currency units",5720.7
"Russia",2010,6,"Consumption as percent of GDP",52.12
"Russia",2010,6,"Consumption growth",11.53
"Russia",2010,6,"Investment billion currency units",2164.8
"Russia",2010,6,"Investment as percent of GDP",19.72
"Russia",2010,6,"Investment growth",16.59
"Russia",2010,6,"Government expenditure billion currency units",2145.5
"Russia",2010,9,"Economic growth percent change in quarterly real GDP",3.83
"Russia",2010,9,"Economic growth quarterly",0.52
"Russia",2010,9,"GDP billion currency units",12086.46
"Russia",2010,9,"House price index",100.05
"Russia",2010,9,"Real residential property prices Y-on-Y percent change",4.38
"Russia",2010,9,"Consumer confidence survey",-11
"Russia",2010,9,"Household consumption billion currency units",6125.7
"Russia",2010,9,"Consumption as percent of GDP",50.68
"Russia",2010,9,"Consumption growth",13.75
"Russia",2010,9,"Investment billion currency units",2578.3
"Russia",2010,9,"Investment as percent of GDP",21.33
"Russia",2010,9,"Investment growth",17.11
"Russia",2010,9,"Government expenditure billion currency units",2167.5
"Russia",2010,12,"Economic growth percent change in quarterly real GDP",5.08
"Russia",2010,12,"Economic growth quarterly",1.26
"Russia",2010,12,"GDP billion currency units",13249.28
"Russia",2010,12,"House price index",100.98
"Russia",2010,12,"Real residential property prices Y-on-Y percent change",4.91
"Russia",2010,12,"Consumer confidence survey",-10
"Russia",2010,12,"Household consumption billion currency units",6656.3
"Russia",2010,12,"Consumption as percent of GDP",50.24
"Russia",2010,12,"Consumption growth",15.09
"Russia",2010,12,"Investment billion currency units",3867.4
"Russia",2010,12,"Investment as percent of GDP",29.19
"Russia",2010,12,"Investment growth",23.46
"Russia",2010,12,"Government expenditure billion currency units",2262.1
"Russia",2011,3,"Economic growth percent change in quarterly real GDP",3.27
"Russia",2011,3,"Economic growth quarterly",1.16
"Russia",2011,3,"GDP billion currency units",13024.8
"Russia",2011,3,"House price index",77.69
"Russia",2011,3,"Real residential property prices Y-on-Y percent change",-28.57
"Russia",2011,3,"Consumer confidence survey",-13
"Russia",2011,3,"Household consumption billion currency units",6832.8
"Russia",2011,3,"Consumption as percent of GDP",52.46
"Russia",2011,3,"Consumption growth",27.94
"Russia",2011,3,"Investment billion currency units",1800.5
"Russia",2011,3,"Investment as percent of GDP",13.82
"Russia",2011,3,"Investment growth",28.25
"Russia",2011,3,"Government expenditure billion currency units",2566.8
"Russia",2011,6,"Economic growth percent change in quarterly real GDP",3.29
"Russia",2011,6,"Economic growth quarterly",0.95
"Russia",2011,6,"GDP billion currency units",14434.8
"Russia",2011,6,"House price index",78.54
"Russia",2011,6,"Real residential property prices Y-on-Y percent change",-28.04
"Russia",2011,6,"Consumer confidence survey",-9
"Russia",2011,6,"Household consumption billion currency units",7318.9
"Russia",2011,6,"Consumption as percent of GDP",50.7
"Russia",2011,6,"Consumption growth",27.94
"Russia",2011,6,"Investment billion currency units",2714.5
"Russia",2011,6,"Investment as percent of GDP",18.81
"Russia",2011,6,"Investment growth",25.39
"Russia",2011,6,"Government expenditure billion currency units",2645.2
"Russia",2011,9,"Economic growth percent change in quarterly real GDP",5.05
"Russia",2011,9,"Economic growth quarterly",1.15
"Russia",2011,9,"GDP billion currency units",15745.6
"Russia",2011,9,"House price index",79.33
"Russia",2011,9,"Real residential property prices Y-on-Y percent change",-26.65
"Russia",2011,9,"Consumer confidence survey",-7
"Russia",2011,9,"Household consumption billion currency units",7791
"Russia",2011,9,"Consumption as percent of GDP",49.48
"Russia",2011,9,"Consumption growth",27.19
"Russia",2011,9,"Investment billion currency units",3245.6
"Russia",2011,9,"Investment as percent of GDP",20.61
"Russia",2011,9,"Investment growth",25.88
"Russia",2011,9,"Government expenditure billion currency units",2643
"Russia",2011,12,"Economic growth percent change in quarterly real GDP",5.17
"Russia",2011,12,"Economic growth quarterly",1.21
"Russia",2011,12,"GDP billion currency units",16908.8
"Russia",2011,12,"House price index",81.2
"Russia",2011,12,"Real residential property prices Y-on-Y percent change",-24.62
"Russia",2011,12,"Consumer confidence survey",-7
"Russia",2011,12,"Household consumption billion currency units",8345.7
"Russia",2011,12,"Consumption as percent of GDP",49.36
"Russia",2011,12,"Consumption growth",25.38
"Russia",2011,12,"Investment billion currency units",5056.7
"Russia",2011,12,"Investment as percent of GDP",29.91
"Russia",2011,12,"Investment growth",30.75
"Russia",2011,12,"Government expenditure billion currency units",2740.4
"Russia",2012,3,"Economic growth percent change in quarterly real GDP",5.7
"Russia",2012,3,"Economic growth quarterly",1.57
"Russia",2012,3,"GDP billion currency units",15182.8
"Russia",2012,3,"House price index",87.37
"Russia",2012,3,"Real residential property prices Y-on-Y percent change",8.27
"Russia",2012,3,"Consumer confidence survey",-5
"Russia",2012,3,"Household consumption billion currency units",7873.1
"Russia",2012,3,"Consumption as percent of GDP",51.86
"Russia",2012,3,"Consumption growth",15.23
"Russia",2012,3,"Investment billion currency units",2191.7
"Russia",2012,3,"Investment as percent of GDP",14.44
"Russia",2012,3,"Investment growth",21.73
"Russia",2012,3,"Government expenditure billion currency units",2960.7
"Russia",2012,6,"Economic growth percent change in quarterly real GDP",4.85
"Russia",2012,6,"Economic growth quarterly",0.39
"Russia",2012,6,"GDP billion currency units",16436
"Russia",2012,6,"House price index",89.81
"Russia",2012,6,"Real residential property prices Y-on-Y percent change",10.11
"Russia",2012,6,"Consumer confidence survey",-4
"Russia",2012,6,"Household consumption billion currency units",8398.5
"Russia",2012,6,"Consumption as percent of GDP",51.1
"Russia",2012,6,"Consumption growth",14.75
"Russia",2012,6,"Investment billion currency units",3168.7
"Russia",2012,6,"Investment as percent of GDP",19.28
"Russia",2012,6,"Investment growth",16.73
"Russia",2012,6,"Government expenditure billion currency units",3022.6
"Russia",2012,9,"Economic growth percent change in quarterly real GDP",3.49
"Russia",2012,9,"Economic growth quarterly",0.52
"Russia",2012,9,"GDP billion currency units",17715.8
"Russia",2012,9,"House price index",92.32
"Russia",2012,9,"Real residential property prices Y-on-Y percent change",9.74
"Russia",2012,9,"Consumer confidence survey",-6
"Russia",2012,9,"Household consumption billion currency units",9056.2
"Russia",2012,9,"Consumption as percent of GDP",51.12
"Russia",2012,9,"Consumption growth",16.24
"Russia",2012,9,"Investment billion currency units",3741.1
"Russia",2012,9,"Investment as percent of GDP",21.12
"Russia",2012,9,"Investment growth",15.27
"Russia",2012,9,"Government expenditure billion currency units",3086.4
"Russia",2012,12,"Economic growth percent change in quarterly real GDP",2.41
"Russia",2012,12,"Economic growth quarterly",0.07
"Russia",2012,12,"GDP billion currency units",18768.9
"Russia",2012,12,"House price index",94.88
"Russia",2012,12,"Real residential property prices Y-on-Y percent change",9.64
"Russia",2012,12,"Consumer confidence survey",-8
"Russia",2012,12,"Household consumption billion currency units",9709.3
"Russia",2012,12,"Consumption as percent of GDP",51.73
"Russia",2012,12,"Consumption growth",16.34
"Russia",2012,12,"Investment billion currency units",5582.4
"Russia",2012,12,"Investment as percent of GDP",29.74
"Russia",2012,12,"Investment growth",10.4
"Russia",2012,12,"Government expenditure billion currency units",3166.6
"Russia",2013,3,"Economic growth percent change in quarterly real GDP",1.13
"Russia",2013,3,"Economic growth quarterly",0.74
"Russia",2013,3,"GDP billion currency units",16370
"Russia",2013,3,"House price index",93.28
"Russia",2013,3,"Real residential property prices Y-on-Y percent change",-0.32
"Russia",2013,3,"Consumer confidence survey",-7
"Russia",2013,3,"Household consumption billion currency units",8775.7
"Russia",2013,3,"Consumption as percent of GDP",53.61
"Russia",2013,3,"Consumption growth",11.46
"Russia",2013,3,"Investment billion currency units",2488.6
"Russia",2013,3,"Investment as percent of GDP",15.2
"Russia",2013,3,"Investment growth",13.55
"Russia",2013,3,"Government expenditure billion currency units",3325.8
"Russia",2013,6,"Economic growth percent change in quarterly real GDP",1.72
"Russia",2013,6,"Economic growth quarterly",0.34
"Russia",2013,6,"GDP billion currency units",17507.9
"Russia",2013,6,"House price index",94.25
"Russia",2013,6,"Real residential property prices Y-on-Y percent change",-2.06
"Russia",2013,6,"Consumer confidence survey",-6
"Russia",2013,6,"Household consumption billion currency units",9398.7
"Russia",2013,6,"Consumption as percent of GDP",53.68
"Russia",2013,6,"Consumption growth",11.91
"Russia",2013,6,"Investment billion currency units",3515.3
"Russia",2013,6,"Investment as percent of GDP",20.08
"Russia",2013,6,"Investment growth",10.94
"Russia",2013,6,"Government expenditure billion currency units",3378.9
"Russia",2013,9,"Economic growth percent change in quarterly real GDP",1.51
"Russia",2013,9,"Economic growth quarterly",0.04
"Russia",2013,9,"GDP billion currency units",19003.5
"Russia",2013,9,"House price index",94.67
"Russia",2013,9,"Real residential property prices Y-on-Y percent change",-3.58
"Russia",2013,9,"Consumer confidence survey",-7
"Russia",2013,9,"Household consumption billion currency units",10057.7
"Russia",2013,9,"Consumption as percent of GDP",52.93
"Russia",2013,9,"Consumption growth",11.06
"Russia",2013,9,"Investment billion currency units",3996.8
"Russia",2013,9,"Investment as percent of GDP",21.03
"Russia",2013,9,"Investment growth",6.83
"Russia",2013,9,"Government expenditure billion currency units",3424.9
"Russia",2013,12,"Economic growth percent change in quarterly real GDP",2.55
"Russia",2013,12,"Economic growth quarterly",0.58
"Russia",2013,12,"GDP billion currency units",20104.3
"Russia",2013,12,"House price index",95.06
"Russia",2013,12,"Real residential property prices Y-on-Y percent change",-5.8
"Russia",2013,12,"Consumer confidence survey",-11
"Russia",2013,12,"Household consumption billion currency units",10571.2
"Russia",2013,12,"Consumption as percent of GDP",52.58
"Russia",2013,12,"Consumption growth",8.88
"Russia",2013,12,"Investment billion currency units",6012.5
"Russia",2013,12,"Investment as percent of GDP",29.91
"Russia",2013,12,"Investment growth",7.7
"Russia",2013,12,"Government expenditure billion currency units",3500.7
"Russia",2014,3,"Economic growth percent change in quarterly real GDP",-0.05
"Russia",2014,3,"Economic growth quarterly",-0.01
"Russia",2014,3,"GDP billion currency units",17311.4
"Russia",2014,3,"House price index",94.13
"Russia",2014,3,"Real residential property prices Y-on-Y percent change",-5.17
"Russia",2014,3,"Consumer confidence survey",-11
"Russia",2014,3,"Household consumption billion currency units",9585
"Russia",2014,3,"Consumption as percent of GDP",55.37
"Russia",2014,3,"Consumption growth",9.22
"Russia",2014,3,"Investment billion currency units",2592.3
"Russia",2014,3,"Investment as percent of GDP",14.97
"Russia",2014,3,"Investment growth",4.17
"Russia",2014,3,"Government expenditure billion currency units",3428.1
"Russia",2014,6,"Economic growth percent change in quarterly real GDP",0.56
"Russia",2014,6,"Economic growth quarterly",0.48
"Russia",2014,6,"GDP billion currency units",19044.2
"Russia",2014,6,"House price index",95.31
"Russia",2014,6,"Real residential property prices Y-on-Y percent change",-6
"Russia",2014,6,"Consumer confidence survey",-6
"Russia",2014,6,"Household consumption billion currency units",10210.1
"Russia",2014,6,"Consumption as percent of GDP",53.61
"Russia",2014,6,"Consumption growth",8.63
"Russia",2014,6,"Investment billion currency units",3640.1
"Russia",2014,6,"Investment as percent of GDP",19.11
"Russia",2014,6,"Investment growth",3.55
"Russia",2014,6,"Government expenditure billion currency units",3528.5
"Russia",2014,9,"Economic growth percent change in quarterly real GDP",1.41
"Russia",2014,9,"Economic growth quarterly",-0.32
"Russia",2014,9,"GDP billion currency units",20544
"Russia",2014,9,"House price index",96.14
"Russia",2014,9,"Real residential property prices Y-on-Y percent change",-5.68
"Russia",2014,9,"Consumer confidence survey",-7
"Russia",2014,9,"Household consumption billion currency units",10910.8
"Russia",2014,9,"Consumption as percent of GDP",53.11
"Russia",2014,9,"Consumption growth",8.48
"Russia",2014,9,"Investment billion currency units",4153
"Russia",2014,9,"Investment as percent of GDP",20.22
"Russia",2014,9,"Investment growth",3.91
"Russia",2014,9,"Government expenditure billion currency units",3580.9
"Russia",2014,12,"Economic growth percent change in quarterly real GDP",0.93
"Russia",2014,12,"Economic growth quarterly",-0.24
"Russia",2014,12,"GDP billion currency units",22130.5
"Russia",2014,12,"House price index",97.76
"Russia",2014,12,"Real residential property prices Y-on-Y percent change",-6.15
"Russia",2014,12,"Consumer confidence survey",-18
"Russia",2014,12,"Household consumption billion currency units",11783
"Russia",2014,12,"Consumption as percent of GDP",53.24
"Russia",2014,12,"Consumption growth",11.46
"Russia",2014,12,"Investment billion currency units",6540.6
"Russia",2014,12,"Investment as percent of GDP",29.55
"Russia",2014,12,"Investment growth",8.78
"Russia",2014,12,"Government expenditure billion currency units",3709.5
"Russia",2015,3,"Economic growth percent change in quarterly real GDP",-1.53
"Russia",2015,3,"Economic growth quarterly",-1.02
"Russia",2015,3,"GDP billion currency units",18467.9
"Russia",2015,3,"House price index",98.81
"Russia",2015,3,"Real residential property prices Y-on-Y percent change",-9.65
"Russia",2015,3,"Consumer confidence survey",-32
"Russia",2015,3,"Household consumption billion currency units",10254.9
"Russia",2015,3,"Consumption as percent of GDP",55.53
"Russia",2015,3,"Consumption growth",6.99
"Russia",2015,3,"Investment billion currency units",2839.1
"Russia",2015,3,"Investment as percent of GDP",15.37
"Russia",2015,3,"Investment growth",9.52
"Russia",2015,3,"Government expenditure billion currency units",3554.1
"Russia",2015,6,"Economic growth percent change in quarterly real GDP",-3.09
"Russia",2015,6,"Economic growth quarterly",-0.67
"Russia",2015,6,"GDP billion currency units",19751
"Russia",2015,6,"House price index",98.14
"Russia",2015,6,"Real residential property prices Y-on-Y percent change",-11.08
"Russia",2015,6,"Consumer confidence survey",-23
"Russia",2015,6,"Household consumption billion currency units",10550.8
"Russia",2015,6,"Consumption as percent of GDP",53.42
"Russia",2015,6,"Consumption growth",3.34
"Russia",2015,6,"Investment billion currency units",3649.5
"Russia",2015,6,"Investment as percent of GDP",18.48
"Russia",2015,6,"Investment growth",0.26
"Russia",2015,6,"Government expenditure billion currency units",3647.4
"Russia",2015,9,"Economic growth percent change in quarterly real GDP",-1.7
"Russia",2015,9,"Economic growth quarterly",0.19
"Russia",2015,9,"GDP billion currency units",21788.6
"Russia",2015,9,"House price index",96.33
"Russia",2015,9,"Real residential property prices Y-on-Y percent change",-13.4
"Russia",2015,9,"Consumer confidence survey",-24
"Russia",2015,9,"Household consumption billion currency units",11271.7
"Russia",2015,9,"Consumption as percent of GDP",51.73
"Russia",2015,9,"Consumption growth",3.31
"Russia",2015,9,"Investment billion currency units",4102.8
"Russia",2015,9,"Investment as percent of GDP",18.83
"Russia",2015,9,"Investment growth",-1.21
"Russia",2015,9,"Government expenditure billion currency units",3711.6
"Russia",2015,12,"Economic growth percent change in quarterly real GDP",-1.6
"Russia",2015,12,"Economic growth quarterly",-0.26
"Russia",2015,12,"GDP billion currency units",23079.8
"Russia",2015,12,"House price index",94.73
"Russia",2015,12,"Real residential property prices Y-on-Y percent change",-15.35
"Russia",2015,12,"Consumer confidence survey",-26
"Russia",2015,12,"Household consumption billion currency units",11692.9
"Russia",2015,12,"Consumption as percent of GDP",50.66
"Russia",2015,12,"Consumption growth",-0.76
"Russia",2015,12,"Investment billion currency units",6534.2
"Russia",2015,12,"Investment as percent of GDP",28.31
"Russia",2015,12,"Investment growth",-0.1
"Russia",2015,12,"Government expenditure billion currency units",3847.7
"Russia",2016,3,"Economic growth percent change in quarterly real GDP",-0.21
"Russia",2016,3,"Economic growth quarterly",0.19
"Russia",2016,3,"GDP billion currency units",18885.1
"Russia",2016,3,"House price index",93.13
"Russia",2016,3,"Real residential property prices Y-on-Y percent change",-13.01
"Russia",2016,3,"Consumer confidence survey",-30
"Russia",2016,3,"Household consumption billion currency units",10678.6
"Russia",2016,3,"Consumption as percent of GDP",56.55
"Russia",2016,3,"Consumption growth",4.13
"Russia",2016,3,"Investment billion currency units",2803.9
"Russia",2016,3,"Investment as percent of GDP",14.85
"Russia",2016,3,"Investment growth",-1.24
"Russia",2016,3,"Government expenditure billion currency units",3878.5
"Russia",2016,6,"Economic growth percent change in quarterly real GDP",0.32
"Russia",2016,6,"Economic growth quarterly",0.05
"Russia",2016,6,"GDP billion currency units",20452.2
"Russia",2016,6,"House price index",92.22
"Russia",2016,6,"Real residential property prices Y-on-Y percent change",-12.47
"Russia",2016,6,"Consumer confidence survey",-26
"Russia",2016,6,"Household consumption billion currency units",11011.6
"Russia",2016,6,"Consumption as percent of GDP",53.84
"Russia",2016,6,"Consumption growth",4.37
"Russia",2016,6,"Investment billion currency units",3891.2
"Russia",2016,6,"Investment as percent of GDP",19.03
"Russia",2016,6,"Investment growth",6.62
"Russia",2016,6,"Government expenditure billion currency units",3931.8
"Russia",2016,9,"Economic growth percent change in quarterly real GDP",0.06
